ID,system,site,sample,month,year,specie,biomass,length,width,season,class,order,habitat,guild,P,MO,CE,Ph,DAP,HR,Ca,Mg,NA,K,N,ARA,RESP,RM_0-5,RM_5=10
3962,A,manga,oeste,septiembre,2010,isotomidae,"1,113,367,673","5,772,724","1,180,945",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3963,A,manga,oeste,septiembre,2010,onychiuridae,"2,917,187,612","8,709,376","2,366,087",P,collembolla,poduromorpha,euedaphic,microphytophages,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3964,A,manga,oeste,septiembre,2010,onychiuridae,"1,252,758,051","6,404,676","1,593,508",P,collembolla,poduromorpha,euedaphic,microphytophages,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3965,A,manga,oeste,septiembre,2010,onychiuridae,"1,485,565,434","6,814,205","1,231,661",P,collembolla,poduromorpha,euedaphic,microphytophages,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3966,A,manga,oeste,septiembre,2010,onychiuridae,"1,426,595,262","6,714,574","1,584,996",P,collembolla,poduromorpha,euedaphic,microphytophages,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3967,A,manga,oeste,septiembre,2010,oripodoidea,"5,244,103,082","3,973,487","2,994,987",P,acari,oribatida,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3968,A,manga,oeste,septiembre,2010,oripodoidea,"1,020,076,583","5,335,287","3,425,295",P,acari,oribatida,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3969,A,manga,oeste,septiembre,2010,oripodoidea,"959,176,549","518,757","3,386,196",P,acari,oribatida,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3970,A,manga,oeste,septiembre,2010,oripodoidea,"3,721,319,615","3,743,042","251,194",P,acari,oribatida,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3971,A,manga,oeste,septiembre,2010,oripodoidea,"4,940,820,724","4,186,457","2,701,947",P,acari,oribatida,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3972,A,manga,oeste,septiembre,2010,oripodoidea,"3,695,102,712","3,715,951","2,520,383",P,acari,oribatida,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3973,A,manga,oeste,septiembre,2010,oripodoidea,"2,737,015,717","3,599,798","2,110,178",P,acari,oribatida,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3974,A,manga,oeste,septiembre,2010,oripodoidea,"380,027,976","3,831,287","248,206",P,acari,oribatida,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3975,A,manga,oeste,septiembre,2010,oripodoidea,"369,419,059","366,145","2,563,393",P,acari,oribatida,hemiedaphic,detritivore,"517,185","5,309,433,962","1,296","5,94","1,170,250,186","272,395,189","5,1","0,95","0,65","1,9","2,847",152,66,10,"14,5"
3976,A,manga,oeste,noviembre,2008,Apo_ros,2345000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"23,5","38,454","0,6","6,1","112,164,869,718,153","197,596,012,899,443","5,89","1,98","0,89","1,72","29,695","0,23","0,04","3,25","4,25"
3977,A,manga,sur,noviembre,2008,oripodoidea,"4,293,801,491","3,903,312","2,650,505",P,acari,oribatida,hemiedaphic,detritivore,23,"5,046",656,"6,3","1,172,354,716","29,041,849","6,175","1,825","0,33","0,87","3,252","1,11","0,03",3,"4,25"
3978,A,manga,sur,noviembre,2008,oripodoidea,"5,204,778,293","4,387,646","2,656,034",P,acari,oribatida,hemiedaphic,detritivore,23,"5,046",656,"6,3","1,172,354,716","29,041,849","6,175","1,825","0,33","0,87","3,252","1,11","0,03",3,"4,25"
3979,A,manga,sur,noviembre,2008,oripodoidea,"3,022,477,427","3,620,613","2,250,076",P,acari,oribatida,hemiedaphic,detritivore,23,"5,046",656,"6,3","1,172,354,716","29,041,849","6,175","1,825","0,33","0,87","3,252","1,11","0,03",3,"4,25"
3980,A,manga,oeste,agosto,2008,Apo_cal,3074000,,,I,engineer,crassiclitellata,euedaphic,detritivore,24,"41,934","0,56","6,05","131,020,142,745,531","26,894,890,071,278","6,2","1,6","0,36","0,99","3,252","1,11","0,03",3,"3,5"
3981,A,manga,oeste,agosto,2008,Apo_cal,3074000,,,I,engineer,crassiclitellata,euedaphic,detritivore,24,"41,934","0,56","6,05","131,020,142,745,531","26,894,890,071,278","6,2","1,6","0,36","0,99","3,252","1,11","0,03",3,"3,5"
3982,A,manga,oeste,agosto,2008,Apo_cal,3074000,,,I,engineer,crassiclitellata,euedaphic,detritivore,24,"41,934","0,56","6,05","131,020,142,745,531","26,894,890,071,278","6,2","1,6","0,36","0,99","3,252","1,11","0,03",3,"3,5"
3983,A,manga,oeste,agosto,2008,Apo_cal,3074000,,,I,engineer,crassiclitellata,euedaphic,detritivore,24,"41,934","0,56","6,05","131,020,142,745,531","26,894,890,071,278","6,2","1,6","0,36","0,99","3,252","1,11","0,03",3,"3,5"
3984,A,manga,oeste,agosto,2008,Apo_ros,2345000,,,I,engineer,crassiclitellata,euedaphic,detritivore,24,"41,934","0,56","6,05","131,020,142,745,531","26,894,890,071,278","6,2","1,6","0,36","0,99","3,252","1,11","0,03",3,"3,5"
3985,A,manga,oeste,agosto,2008,octa_cy,4457000,,,I,engineer,crassiclitellata,euedaphic,detritivore,24,"41,934","0,56","6,05","131,020,142,745,531","26,894,890,071,278","6,2","1,6","0,36","0,99","3,252","1,11","0,03",3,"3,5"
3986,A,manga,oeste,agosto,2008,Mic_dub,2826000,,,I,engineer,crassiclitellata,euedaphic,detritivore,24,"41,934","0,56","6,05","131,020,142,745,531","26,894,890,071,278","6,2","1,6","0,36","0,99","3,252","1,11","0,03",3,"3,5"
3987,A,manga,oeste,agosto,2008,lom_juv,727000,,,I,engineer,crassiclitellata,euedaphic,detritivore,24,"41,934","0,56","6,05","131,020,142,745,531","26,894,890,071,278","6,2","1,6","0,36","0,99","3,252","1,11","0,03",3,"3,5"
3988,A,manga,oeste,agosto,2008,lom_juv,727000,,,I,engineer,crassiclitellata,euedaphic,detritivore,24,"41,934","0,56","6,05","131,020,142,745,531","26,894,890,071,278","6,2","1,6","0,36","0,99","3,252","1,11","0,03",3,"3,5"
3989,A,manga,oeste,agosto,2008,lom_juv,727000,,,I,engineer,crassiclitellata,euedaphic,detritivore,24,"41,934","0,56","6,05","131,020,142,745,531","26,894,890,071,278","6,2","1,6","0,36","0,99","3,252","1,11","0,03",3,"3,5"
3990,A,manga,oeste,agosto,2008,lom_juv,727000,,,I,engineer,crassiclitellata,euedaphic,detritivore,24,"41,934","0,56","6,05","131,020,142,745,531","26,894,890,071,278","6,2","1,6","0,36","0,99","3,252","1,11","0,03",3,"3,5"
3991,A,manga,sur,agosto,2008,euphthiracaroidea,"1,468,314,531","5,987,288","4,026,849",I,acari,oribatida,euedaphic,detritivore,23,"5,046",656,"6,3","1,172,354,716","29,041,849","6,175","1,825","0,33","0,87","3,252","1,11","0,03",3,"4,25"
3992,A,manga,sur,agosto,2008,euphthiracaroidea,"1,354,014,305","7,715,533","2,963,642",I,acari,oribatida,euedaphic,detritivore,23,"5,046",656,"6,3","1,172,354,716","29,041,849","6,175","1,825","0,33","0,87","3,252","1,11","0,03",3,"4,25"
3993,A,manga,sur,agosto,2008,euphthiracaroidea,"1,207,736,454","801,918","2,646,123",I,acari,oribatida,euedaphic,detritivore,23,"5,046",656,"6,3","1,172,354,716","29,041,849","6,175","1,825","0,33","0,87","3,252","1,11","0,03",3,"4,25"
3994,A,manga,sur,agosto,2008,oripodoidea,"3,974,112,136","4,056,645","2,398,634",I,acari,oribatida,hemiedaphic,detritivore,23,"5,046",656,"6,3","1,172,354,716","29,041,849","6,175","1,825","0,33","0,87","3,252","1,11","0,03",3,"4,25"
3995,A,manga,sur,agosto,2008,oripodoidea,"5,134,815,495","4,366,245","2,645,408",I,acari,oribatida,hemiedaphic,detritivore,23,"5,046",656,"6,3","1,172,354,716","29,041,849","6,175","1,825","0,33","0,87","3,252","1,11","0,03",3,"4,25"
3996,A,manga,sur,agosto,2008,Apo_cal,3074000,,,I,engineer,crassiclitellata,euedaphic,detritivore,23,"5,046",656,"6,3","1,172,354,716","29,041,849","6,175","1,825","0,33","0,87","3,252","1,11","0,03",3,"4,25"
3997,A,manga,sur,agosto,2008,Apo_cal,3074000,,,I,engineer,crassiclitellata,euedaphic,detritivore,23,"5,046",656,"6,3","1,172,354,716","29,041,849","6,175","1,825","0,33","0,87","3,252","1,11","0,03",3,"4,25"
3998,A,manga,sur,agosto,2008,Apo_cal,3074000,,,I,engineer,crassiclitellata,euedaphic,detritivore,23,"5,046",656,"6,3","1,172,354,716","29,041,849","6,175","1,825","0,33","0,87","3,252","1,11","0,03",3,"4,25"
3999,A,manga,sur,agosto,2008,Apo_cal,3074000,,,I,engineer,crassiclitellata,euedaphic,detritivore,23,"5,046",656,"6,3","1,172,354,716","29,041,849","6,175","1,825","0,33","0,87","3,252","1,11","0,03",3,"4,25"
4000,A,manga,sur,agosto,2008,octa_cy,4457000,,,I,engineer,crassiclitellata,euedaphic,detritivore,23,"5,046",656,"6,3","1,172,354,716","29,041,849","6,175","1,825","0,33","0,87","3,252","1,11","0,03",3,"4,25"
4001,A,manga,sur,agosto,2008,lom_juv,727000,,,I,engineer,crassiclitellata,euedaphic,detritivore,23,"5,046",656,"6,3","1,172,354,716","29,041,849","6,175","1,825","0,33","0,87","3,252","1,11","0,03",3,"4,25"
4002,A,manga,sur,agosto,2008,lom_juv,727000,,,I,engineer,crassiclitellata,euedaphic,detritivore,23,"5,046",656,"6,3","1,172,354,716","29,041,849","6,175","1,825","0,33","0,87","3,252","1,11","0,03",3,"4,25"
4003,A,manga,sur,agosto,2008,lom_juv,727000,,,I,engineer,crassiclitellata,euedaphic,detritivore,23,"5,046",656,"6,3","1,172,354,716","29,041,849","6,175","1,825","0,33","0,87","3,252","1,11","0,03",3,"4,25"
4004,A,manga,norte,agosto,2009,Apo_ros,2345000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"1,024,855","5,35",708,"6,09","129,230,263,157,895","339,102,988,341,903","5,841","2,068","0,6","1,356","31,492","22,024,778","27,435,982,707,017",4,5
4005,A,manga,norte,agosto,2009,Apo_ros,2345000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"1,024,855","5,35",708,"6,09","129,230,263,157,895","339,102,988,341,903","5,841","2,068","0,6","1,356","31,492","22,024,778","27,435,982,707,017",4,5
4006,A,manga,norte,agosto,2009,Apo_ros,2345000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"1,024,855","5,35",708,"6,09","129,230,263,157,895","339,102,988,341,903","5,841","2,068","0,6","1,356","31,492","22,024,778","27,435,982,707,017",4,5
4007,A,manga,norte,agosto,2009,Apo_ros,2345000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"1,024,855","5,35",708,"6,09","129,230,263,157,895","339,102,988,341,903","5,841","2,068","0,6","1,356","31,492","22,024,778","27,435,982,707,017",4,5
4008,A,manga,norte,agosto,2009,lom_juv,727000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"1,024,855","5,35",708,"6,09","129,230,263,157,895","339,102,988,341,903","5,841","2,068","0,6","1,356","31,492","22,024,778","27,435,982,707,017",4,5
4009,A,manga,norte,agosto,2009,lom_juv,727000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"1,024,855","5,35",708,"6,09","129,230,263,157,895","339,102,988,341,903","5,841","2,068","0,6","1,356","31,492","22,024,778","27,435,982,707,017",4,5
4010,A,manga,norte,agosto,2009,lom_juv,727000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"1,024,855","5,35",708,"6,09","129,230,263,157,895","339,102,988,341,903","5,841","2,068","0,6","1,356","31,492","22,024,778","27,435,982,707,017",4,5
4011,A,manga,norte,agosto,2009,lom_juv,727000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"1,024,855","5,35",708,"6,09","129,230,263,157,895","339,102,988,341,903","5,841","2,068","0,6","1,356","31,492","22,024,778","27,435,982,707,017",4,5
4012,A,manga,norte,agosto,2009,lom_juv,727000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"1,024,855","5,35",708,"6,09","129,230,263,157,895","339,102,988,341,903","5,841","2,068","0,6","1,356","31,492","22,024,778","27,435,982,707,017",4,5
4013,A,manga,norte,agosto,2009,lom_juv,727000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"1,024,855","5,35",708,"6,09","129,230,263,157,895","339,102,988,341,903","5,841","2,068","0,6","1,356","31,492","22,024,778","27,435,982,707,017",4,5
4014,A,manga,norte,agosto,2009,lom_juv,727000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"1,024,855","5,35",708,"6,09","129,230,263,157,895","339,102,988,341,903","5,841","2,068","0,6","1,356","31,492","22,024,778","27,435,982,707,017",4,5
4015,A,manga,oeste,agosto,2009,Apo_ros,2345000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"9,505,775","3,81",504,"6,27","141,322,368,421,053","15,283,273,590,615","5,913","1,791","0,65","1,324","33,274","0,03","164,656,964,656,965","3,5","5,5"
4016,A,manga,sur,agosto,2009,sciaridae,"3,409,079,555","24,770,976","5,580,105",I,macrofauna,diptera,epiedaphic,no_alimenta,"71,424","5,19","0,84","5,74","1,232,960,526","230,137,132","6,065","1,894",696,"1,312","34,115","0,03","0,03",7,"7,75"
4017,A,manga,sur,agosto,2009,sciaridae,"4,854,324,089","28,386,253","6,571,934",I,macrofauna,diptera,epiedaphic,no_alimenta,"71,424","5,19","0,84","5,74","1,232,960,526","230,137,132","6,065","1,894",696,"1,312","34,115","0,03","0,03",7,"7,75"
4018,A,manga,sur,agosto,2009,epilohmannioidea,"1,091,877,353","3,656,401","1,206,327",I,acari,oribatida,hemiedaphic,detritivore,"71,424","5,19","0,84","5,74","1,232,960,526","230,137,132","6,065","1,894",696,"1,312","34,115","0,03","0,03",7,"7,75"
4019,A,manga,sur,agosto,2009,epilohmannioidea,"1,099,422,192","3,356,801","1,319,921",I,acari,oribatida,hemiedaphic,detritivore,"71,424","5,19","0,84","5,74","1,232,960,526","230,137,132","6,065","1,894",696,"1,312","34,115","0,03","0,03",7,"7,75"
4020,A,manga,sur,agosto,2009,onychiuridae,"393,577,109","420,385","892,918",I,collembolla,poduromorpha,euedaphic,microphytophages,"71,424","5,19","0,84","5,74","1,232,960,526","230,137,132","6,065","1,894",696,"1,312","34,115","0,03","0,03",7,"7,75"
4021,A,manga,sur,agosto,2009,Apo_ros,2345000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"71,424","5,19","0,84","5,74","1,232,960,526","230,137,132","6,065","1,894",696,"1,312","34,115","0,03","0,03",7,"7,75"
4022,A,manga,sur,agosto,2009,lom_juv,727000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"71,424","5,19","0,84","5,74","1,232,960,526","230,137,132","6,065","1,894",696,"1,312","34,115","0,03","0,03",7,"7,75"
4023,A,manga,sur,agosto,2009,lom_juv,727000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"71,424","5,19","0,84","5,74","1,232,960,526","230,137,132","6,065","1,894",696,"1,312","34,115","0,03","0,03",7,"7,75"
4024,A,manga,sur,agosto,2009,lom_juv,727000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"71,424","5,19","0,84","5,74","1,232,960,526","230,137,132","6,065","1,894",696,"1,312","34,115","0,03","0,03",7,"7,75"
4025,A,manga,sur,agosto,2009,lom_juv,727000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"71,424","5,19","0,84","5,74","1,232,960,526","230,137,132","6,065","1,894",696,"1,312","34,115","0,03","0,03",7,"7,75"
4026,A,manga,sur,diciembre,2009,crotonioidea,"2,002,254,519","3,187,595","1,864,239",V,acari,oribatida,hemiedaphic,microphytophages,"6,892","6,090,909,091",544,"5,43","1,160,250,664","209,324,027","4,67",605,"0,09","1,32","31,909","0,25","15,576","3,25","4,75"
4027,A,manga,sur,diciembre,2009,entomobroidea,"4,556,313,813","9,877,889","3,268,654",V,collembolla,entomobryomorpha,epiedaphic,microphytophages,"6,892","6,090,909,091",544,"5,43","1,160,250,664","209,324,027","4,67",605,"0,09","1,32","31,909","0,25","15,576","3,25","4,75"
4028,A,manga,sur,diciembre,2009,entomobroidea,"3,978,409,705","9,360,294","3,162,175",V,collembolla,entomobryomorpha,epiedaphic,microphytophages,"6,892","6,090,909,091",544,"5,43","1,160,250,664","209,324,027","4,67",605,"0,09","1,32","31,909","0,25","15,576","3,25","4,75"
4029,A,manga,sur,diciembre,2009,oripodoidea,"4,647,833,803","4,007,957","2,720,263",V,acari,oribatida,hemiedaphic,detritivore,"6,892","6,090,909,091",544,"5,43","1,160,250,664","209,324,027","4,67",605,"0,09","1,32","31,909","0,25","15,576","3,25","4,75"
4030,A,manga,sur,diciembre,2009,oripodoidea,"3,048,746,944","3,580,228","2,293,605",V,acari,oribatida,hemiedaphic,detritivore,"6,892","6,090,909,091",544,"5,43","1,160,250,664","209,324,027","4,67",605,"0,09","1,32","31,909","0,25","15,576","3,25","4,75"
4031,A,manga,sur,diciembre,2009,oripodoidea,"3,816,106,997","4,011,616","2,360,413",V,acari,oribatida,hemiedaphic,detritivore,"6,892","6,090,909,091",544,"5,43","1,160,250,664","209,324,027","4,67",605,"0,09","1,32","31,909","0,25","15,576","3,25","4,75"
4032,A,manga,sur,diciembre,2009,oripodoidea,"1,848,830,458","3,093,921","1,899,866",V,acari,oribatida,hemiedaphic,detritivore,"6,892","6,090,909,091",544,"5,43","1,160,250,664","209,324,027","4,67",605,"0,09","1,32","31,909","0,25","15,576","3,25","4,75"
4033,A,manga,sur,diciembre,2009,oripodoidea,"3,715,715,424","3,997,388","2,325,431",V,acari,oribatida,hemiedaphic,detritivore,"6,892","6,090,909,091",544,"5,43","1,160,250,664","209,324,027","4,67",605,"0,09","1,32","31,909","0,25","15,576","3,25","4,75"
4034,A,manga,sur,diciembre,2009,oripodoidea,"4,126,066,195","4,035,699","2,478,595",V,acari,oribatida,hemiedaphic,detritivore,"6,892","6,090,909,091",544,"5,43","1,160,250,664","209,324,027","4,67",605,"0,09","1,32","31,909","0,25","15,576","3,25","4,75"
4035,A,manga,sur,diciembre,2009,oppioidea,"2,004,032,233","3,217,058","1,923,602",V,acari,oribatida,euedaphic,microphytophages,"6,892","6,090,909,091",544,"5,43","1,160,250,664","209,324,027","4,67",605,"0,09","1,32","31,909","0,25","15,576","3,25","4,75"
4036,A,manga,sur,diciembre,2009,lom_juv,727000,,,V,engineer,crassiclitellata,euedaphic,detritivore,"6,892","6,090,909,091",544,"5,43","1,160,250,664","209,324,027","4,67",605,"0,09","1,32","31,909","0,25","15,576","3,25","4,75"
4037,A,manga,sur,diciembre,2009,lom_juv,727000,,,V,engineer,crassiclitellata,euedaphic,detritivore,"6,892","6,090,909,091",544,"5,43","1,160,250,664","209,324,027","4,67",605,"0,09","1,32","31,909","0,25","15,576","3,25","4,75"
4038,A,manga,centro,febrero,2009,lom_juv,727000,,,V,engineer,crassiclitellata,euedaphic,detritivore,35,"213,362,740,882,917","1,65","5,2","898,700,055,525,392","129,015,733,626,052","5,29","2,115","0,78","1,5","3,273",1,238,8,15
4039,A,manga,centro,febrero,2009,lom_juv,727000,,,V,engineer,crassiclitellata,euedaphic,detritivore,35,"213,362,740,882,917","1,65","5,2","898,700,055,525,392","129,015,733,626,052","5,29","2,115","0,78","1,5","3,273",1,238,8,15
4040,A,manga,centro,febrero,2009,lom_juv,727000,,,V,engineer,crassiclitellata,euedaphic,detritivore,35,"213,362,740,882,917","1,65","5,2","898,700,055,525,392","129,015,733,626,052","5,29","2,115","0,78","1,5","3,273",1,238,8,15
4041,A,manga,centro,febrero,2009,lom_juv,727000,,,V,engineer,crassiclitellata,euedaphic,detritivore,35,"213,362,740,882,917","1,65","5,2","898,700,055,525,392","129,015,733,626,052","5,29","2,115","0,78","1,5","3,273",1,238,8,15
4042,A,manga,centro,febrero,2009,lom_juv,727000,,,V,engineer,crassiclitellata,euedaphic,detritivore,35,"213,362,740,882,917","1,65","5,2","898,700,055,525,392","129,015,733,626,052","5,29","2,115","0,78","1,5","3,273",1,238,8,15
4043,A,manga,norte,febrero,2009,Apo_tra,4173000,,,V,engineer,crassiclitellata,euedaphic,detritivore,"36,9","24,014,831,781,085","1,68","5,22","109,376,367,533,427","120,918,766,159,581","5,345","2,3","0,85","1,52","3,242",8,238,"8,5","9,5"
